line_number,shakespeare_line
2029,The times and titles now are altered strangely
2030,"With me since first you knew me. But I pray you,"
2031,What is your pleasure with me?
2032,"First, mine own service to your Grace; the next,"
2033,"The King’s request that I would visit you,"
2034,"Who grieves much for your weakness, and by me"
2035,"Sends you his princely commendations,"
2036,And heartily entreats you take good comfort.
2037,"O my good lord, that comfort comes too late;"
2038,’Tis like a pardon after execution.
2039,"That gentle physic given in time had cured me,"
2040,But now I am past all comforts here but prayers.
2041,How does his Highness?
2042,"Madam, in good health."
2043,"So may he ever do, and ever flourish,"
2044,"When I shall dwell with worms, and my poor name"
2045,"Banished the kingdom. Patience, is that letter"
2046,I caused you write yet sent away?
2047,"Sir, I most humbly pray you to deliver"
2048,This to my lord the King.
2049,In which I have commended to his goodness
2050,"The model of our chaste loves, his young daughter—"
2051,The dews of heaven fall thick in blessings on her!—
2052,Beseeching him to give her virtuous breeding—
2053,She is young and of a noble modest nature;
2054,I hope she will deserve well—and a little
2055,"To love her for her mother’s sake that loved him,"
2056,Heaven knows how dearly. My next poor petition
2057,Is that his noble Grace would have some pity
2058,"Upon my wretched women, that so long"
2059,Have followed both my fortunes faithfully;
2060,"Of which there is not one, I dare avow—"
2061,"And now I should not lie—but will deserve,"
2062,"For virtue and true beauty of the soul,"
2063,"For honesty and decent carriage,"
2064,A right good husband. Let him be a noble;
2065,And sure those men are happy that shall have ’em.
2066,"The last is for my men—they are the poorest,"
2067,But poverty could never draw ’em from me—
2068,"That they may have their wages duly paid ’em,"
2069,And something over to remember me by.
2070,If heaven had pleased to have given me longer life
2071,"And able means, we had not parted thus."
2072,"These are the whole contents, and, good my lord,"
2073,"By that you love the dearest in this world,"
2074,"As you wish Christian peace to souls departed,"
2075,"Stand these poor people’s friend, and urge the King"
2076,To do me this last right.
2077,"By heaven, I will,"
2078,Or let me lose the fashion of a man!
2079,"I thank you, honest lord. Remember me"
2080,In all humility unto his Highness.
2081,Say his long trouble now is passing
2082,"Out of this world. Tell him in death I blessed him,"
2083,"For so I will. Mine eyes grow dim. Farewell,"
2084,"My lord. Griffith, farewell. Nay, Patience,"
2085,You must not leave me yet. I must to bed;
2086,"Call in more women. When I am dead, good wench,"
2087,Let me be used with honour. Strew me over
2088,"With maiden flowers, that all the world may know"
2089,"I was a chaste wife to my grave. Embalm me,"
2090,"Then lay me forth. Although unqueened, yet like"
2091,A queen and daughter to a king inter me.
2092,I can no more.
2093,SCENE I. A gallery in the palace.
2094,"Enter Gardiner, Bishop of Winchester, a Page with a torch before him,"
2095,met by Sir Thomas Lovell.
2096,"It’s one o’clock, boy, is’t not?"
2097,"These should be hours for necessities,"
2098,Not for delights; times to repair our nature
2099,"With comforting repose, and not for us"
2100,"To waste these times. Good hour of night, Sir Thomas!"
2101,"Came you from the King, my lord?"
2102,"I did, Sir Thomas, and left him at primero"
2103,With the Duke of Suffolk.
2104,"I must to him too,"
2105,Before he go to bed. I’ll take my leave.
2106,"Not yet, Sir Thomas Lovell. What’s the matter?"
2107,It seems you are in haste. An if there be
2108,"No great offence belongs to’t, give your friend"
2109,"Some touch of your late business. Affairs that walk,"
2110,"As they say spirits do, at midnight have"
2111,In them a wilder nature than the business
2112,That seeks despatch by day.
2113,"My lord, I love you,"
2114,And durst commend a secret to your ear
2115,Much weightier than this work. The Queen’s in labour—
2116,"They say in great extremity, and feared"
2117,She’ll with the labour end.
2118,The fruit she goes with
2119,"I pray for heartily, that it may find"
2120,"Good time, and live; but for the stock, Sir Thomas,"
2121,I wish it grubbed up now.
2122,"Cry the amen, and yet my conscience says"
2123,"She’s a good creature and, sweet lady, does"
2124,Deserve our better wishes.
2125,"Hear me, Sir Thomas. You’re a gentleman"
2126,"Of mine own way. I know you wise, religious;"
2127,"And let me tell you, it will ne’er be well,"
2128,"’Twill not, Sir Thomas Lovell, take’t of me,"
2129,"Till Cranmer, Cromwell, her two hands, and she"
2130,Sleep in their graves.
2131,"Now, sir, you speak of two"
2132,"The most remarked i’ th’ kingdom. As for Cromwell,"
2133,"Beside that of the Jewel House, is made Master"
2134,"O’ th’ Rolls, and the King’s secretary; further, sir,"
2135,"Stands in the gap and trade of more preferments,"
2136,With which the time will load him. Th’ Archbishop
2137,"Is the King’s hand and tongue, and who dare speak"
2138,One syllable against him?
2139,"Yes, yes, Sir Thomas,"
2140,"There are that dare, and I myself have ventured"
2141,"To speak my mind of him. And indeed this day,"
2142,"Sir—I may tell it you, I think—I have"
2143,"Incensed the lords o’ th’ Council, that he is—"
2144,"For so I know he is, they know he is—"
2145,"A most arch heretic, a pestilence"
2146,"That does infect the land; with which they, moved,"
2147,"Have broken with the King, who hath so far"
2148,"Given ear to our complaint, of his great grace"
2149,And princely care foreseeing those fell mischiefs
2150,"Our reasons laid before him, hath commanded"
2151,Tomorrow morning to the Council board
2152,"He be convented. He’s a rank weed, Sir Thomas,"
2153,And we must root him out. From your affairs
2154,"I hinder you too long. Good night, Sir Thomas."
2155,"Many good nights, my lord. I rest your servant."
2156,Enter King and Suffolk.
2157,"Charles, I will play no more tonight."
2158,My mind’s not on’t; you are too hard for me.
2159,"Sir, I did never win of you before."
2160,"Nor shall not, when my fancy’s on my play."
2161,"Now, Lovell, from the Queen what is the news?"
2162,I could not personally deliver to her
2163,"What you commanded me, but by her woman"
2164,"I sent your message, who returned her thanks"
2165,"In the great’st humbleness, and desired your Highness"
2166,Most heartily to pray for her.
2167,"What sayst thou, ha?"
2168,"To pray for her? What, is she crying out?"
2169,"So said her woman, and that her suff’rance made"
2170,Almost each pang a death.
2171,"God safely quit her of her burden, and"
2172,"With gentle travail, to the gladding of"
2173,Your Highness with an heir!
2174,"Prithee, to bed, and in thy prayers remember"
2175,"Th’ estate of my poor Queen. Leave me alone,"
2176,For I must think of that which company
2177,Will not be friendly to.
2178,I wish your Highness
2179,"A quiet night, and my good mistress will"
2180,Remember in my prayers.
2181,Enter Sir Anthony Denny.
2182,"Well, sir, what follows?"
2183,"Sir, I have brought my lord the Archbishop,"
2184,As you commanded me.
2185,"Ay, my good lord."
2186,"’Tis true. Where is he, Denny?"
2187,He attends your Highness’ pleasure.
2188,Bring him to us.
2189,I am happily come hither.
2190,Enter Cranmer and Denny.
2191,Avoid the gallery. [_Lovell seems to stay_.]
2192,Ha! I have said. Be gone.
2193,’Tis his aspect of terror. All’s not well.
2194,"How now, my lord? You do desire to know"
2195,Wherefore I sent for you.
2196,T’ attend your Highness’ pleasure.
2197,My good and gracious Lord of Canterbury.
2198,"Come, you and I must walk a turn together."
2199,"I have news to tell you. Come, come, give me your hand."
2200,"Ah, my good lord, I grieve at what I speak,"
2201,And am right sorry to repeat what follows.
2202,"I have, and most unwillingly, of late"
2203,"Heard many grievous—I do say, my lord,"
2204,"Grievous—complaints of you, which, being considered,"
2205,Have moved us and our Council that you shall
2206,"This morning come before us, where I know,"
2207,You cannot with such freedom purge yourself
2208,"But that, till further trial in those charges"
2209,"Which will require your answer, you must take"
2210,Your patience to you and be well contented
2211,"To make your house our Tower. You a brother of us,"
2212,"It fits we thus proceed, or else no witness"
2213,Would come against you.
2214,And am right glad to catch this good occasion
2215,"Most throughly to be winnowed, where my chaff"
2216,And corn shall fly asunder. For I know
2217,There’s none stands under more calumnious tongues
2218,"Than I myself, poor man."
2219,"Stand up, good Canterbury!"
2220,Thy truth and thy integrity is rooted
2221,"In us, thy friend. Give me thy hand. Stand up."
2222,"Prithee, let’s walk. Now, by my halidom,"
2223,"What manner of man are you? My lord, I looked"
2224,You would have given me your petition that
2225,I should have ta’en some pains to bring together
2226,Yourself and your accusers and to have heard you
2227,The good I stand on is my truth and honesty.
2228,"If they shall fail, I with mine enemies"
2229,"Will triumph o’er my person, which I weigh not,"
2230,Being of those virtues vacant. I fear nothing
2231,What can be said against me.
2232,"How your state stands i’ th’ world, with the whole world?"
2233,"Your enemies are many, and not small; their practices"
2234,"Must bear the same proportion, and not ever"
2235,The justice and the truth o’ th’ question carries
2236,The due o’ th’ verdict with it. At what ease
2237,Might corrupt minds procure knaves as corrupt
2238,To swear against you? Such things have been done.
2239,"You are potently opposed, and with a malice"
2240,"Of as great size. Ween you of better luck,"
2241,"I mean in perjured witness, than your master,"
2242,"Whose minister you are, whiles here he lived"
2243,"Upon this naughty earth? Go to, go to."
2244,"You take a precipice for no leap of danger,"
2245,And woo your own destruction.
2246,God and your Majesty
2247,"Protect mine innocence, or I fall into"
2248,The trap is laid for me.
2249,Be of good cheer.
2250,They shall no more prevail than we give way to.
2251,"Keep comfort to you, and this morning see"
2252,"You do appear before them. If they shall chance,"
2253,"In charging you with matters, to commit you,"
2254,The best persuasions to the contrary
2255,"Fail not to use, and with what vehemency"
2256,Th’ occasion shall instruct you. If entreaties
2257,"Will render you no remedy, this ring"
2258,"Deliver them, and your appeal to us"
